image_name,type,cellprob_threshold,channel_axis,channel_nuclei,channel_segment,diameter,do_3D,flow_threshold,interp,invert,max_size_fraction,min_size,model_name,niter,norm3D,normalize,percentile_max,percentile_min,sharpen_radius,smooth_radius,stitch_threshold,tile_norm_blocksize,tile_norm_smooth3D,tile_overlap,duration,are,precision,recall,f1,jaccard,jaccard_cellpose
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,50,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,205.34762930870056,0.11682922528607298,0.7972363547161507,0.9898691605605466,0.8831707747139271,0.7925006025767234,0.37748163781143107
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,100,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,199.6043152809143,0.116796598935204,0.7973598870112102,0.9897607291222293,0.883203401064796,0.7925006025767234,0.37872062734010553
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,200,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,116.7849440574646,0.11678666170086949,0.7973963949009985,0.9897294397705997,0.8832133382991305,0.7925006025767234,0.38189531138754573
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,300,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,131.82138586044312,0.11671275693298389,0.7976644075912712,0.9895023311358921,0.8832872430670161,0.7925006025767234,0.3839568091511043
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,400,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,119.31645798683167,0.11666282602390576,0.7978408421697986,0.989356223781865,0.8833371739760941,0.7925006025767234,0.3859187320872496
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,500,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,106.48488736152649,0.11663489588208686,0.7979350233391144,0.9892814952811603,0.8833651041179131,0.7925019804882505,0.3886330630858477
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,600,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,102.0003113746643,0.11663489588208686,0.7979350233391144,0.9892814952811603,0.8833651041179131,0.7925019804882505,0.38984037936228333
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,700,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,99.32896947860718,0.11663489588208686,0.7979350233391144,0.9892814952811603,0.8833651041179131,0.7925019804882505,0.3908575359339631
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,800,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,93.71232986450195,0.11663489588208686,0.7979350233391144,0.9892814952811603,0.8833651041179131,0.7925019804882505,0.39296409834114454
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,900,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,89.86839723587036,0.11663489588208686,0.7979350233391144,0.9892814952811603,0.8833651041179131,0.7925019804882505,0.3945505398431015
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,1000,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,88.68051767349243,0.11663489588208686,0.7979350233391144,0.9892814952811603,0.8833651041179131,0.7925019804882505,0.3951410940948056
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,50,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,2.5927927494049072,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.537868989106378
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,100,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,6.6456286907196045,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.5379173059578948
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,200,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,2.4468119144439697,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.5380661764177324
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,300,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,6.488300800323486,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.5383399650106353
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,400,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,6.460380792617798,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.5383399650106353
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,500,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,6.4376304149627686,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.5383399650106353
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,600,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,6.515458106994629,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.5383399650106353
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,700,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,6.3815295696258545,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.5390115864591809
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,800,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,6.382122039794922,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.5390115864591809
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.1,,0,0,30.0,True,0.5,False,False,0.5,900,cyto3,100,True,True,99.0,1.0,0,0,0.0,0,1,0.1,6.400346994400024,0.030145120289466143,0.9445010264907856,0.9966074596886987,0.9698548797105339,0.602771047161976,0.5390115864591809
